package,file,symbol,kind,current_owner,final_owner,classification,semantic_id,schema,differential
analysis/check/readmodel,api.go,CallContractSource,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSource.ParameterLabel,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSource.ParameterSpan,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSource.ResultSpan,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSourceFunctionValue,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSourceImportedSignature,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSourceKind,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSourceLocalFunction,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallContractSourceMemberFunction,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallGenericInferenceConflict,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallGenericInferenceContribution,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallResultAssignmentSource,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,CallSite,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ChannelLifecycleClose,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ChannelLifecycleMisuse,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ChannelLifecycleOperation,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ChannelLifecycleSend,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ChannelSelectExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ClosureCapture,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ClosureCaptureSchemaVersion,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ConcatOperand,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ConcatOperand.NilRisk,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ConcatOperandNilRisk,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,DeadAssignment,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,DeadAssignmentExit,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,DeadAssignmentOverwrite,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,DiscriminatedUnionExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,DominatingBranchProof,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ExpectedLabelWithSuffix,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,FrozenTableMutation,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,FrozenTableMutationAssignment,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,FrozenTableMutationCall,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,FrozenTableMutationKind,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,GenericInferenceContributionSpanCandidate,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,GenericInferenceContributionSpanPlan,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,HoistableLoad,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,HoistableLoadSchemaVersion,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,IndexedCallArgumentObligation,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,InvariantLoopRead,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleObligation,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleSite,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleSiteAcquire,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleSiteEscape,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleSiteKind,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,LifecycleSiteTransition,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,MissingMemberRead,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NilabilityProvenance,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NilableAccessEvidence,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NonNilAssertion,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NonNilAssertionOperandNilOnly,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NonNilProjectionProvesMismatch,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NumericForDefinitelyNotNumber,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,NumericForOperand,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ObligationTypeContainsFreeTypeParam,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ObligationTypeReportable,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,OptionalAssignmentTarget,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,OptionalExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,OptionalTruthinessPartitionsNilValue,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,OptionalTypeHasConcreteValue,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanAssignmentCheck,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanCallArgumentCheck,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanCallArgumentMismatchSubject,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanCallArgumentReports,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanCallArityReport,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanCallCalleeReport,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanGenericInferenceContributionSpan,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,PlanReturnCheck,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ProjectionHasNil,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ProjectionWithoutNil,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Reader,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,RedundantClaim,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,RedundantConditionBranch,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,RegistrationExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ResultShapeExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return.ActualTypeKnown,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return.BodyParamObligationCascade,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return.EffectiveActualType,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return.HasUnownedTopActual,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,Return.MissingProofRefuted,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnCheck,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnCheckPlan,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnMismatch,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnMismatchKind,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnMismatchMayBeNil,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ReturnMismatchMissingRequiredField,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafety,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafety.SchemaValid,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetyProvenImmutable,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetyProvenIsolated,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetySchemaVersion,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetyUnknown,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetyVerdict,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SendSafetyVerdict.String,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ShapeConditionalField,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,ShapePolymorphic,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SourceSpan,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SourceSpan.Valid,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SplitBirthDiscriminant,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,SplitBirthPayloadWrite,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,TableDispatchExhaustiveness,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,TypeIncludesNil,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,TypeMayBeNilMismatch,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,TypestateInvalidTransition,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,TypestateRequirement,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,UnresolvedTypeReference,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,UnresolvedValueReference,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,UnusedLocal,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,obligationActualPolicy.ActualTypeKnown,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,obligationActualPolicy.EffectiveActualType,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,api.go,obligationActualPolicy.MissingProofRefuted,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,DeriveRedundantConditionProof,func,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProof,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProof.Always,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProof.Check,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProof.ProofSpan,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProof.Proven,method,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofFalsy,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofLiteral,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofNil,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofNotLiteral,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofNotNil,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofNotRuntimeType,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofRuntimeType,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofState,type,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProofTruthy,const,analysis/check/readmodel,,unclassified,,,
analysis/check/readmodel,redundant_condition_proof.go,RedundantConditionProven,type,analysis/check/readmodel,,unclassified,,,
analysis/check/service,debug_map.go,BodyDebugMap,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,BodyDebugMap.CanonicalBytes,method,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DbgLocal,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugAnchor,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugMapEntry,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugMapSchemaVersion,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhase,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhaseAfter,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhaseBefore,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhaseCall,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhaseReturn,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPhaseSuspend,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,DebugPointID,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,EngineBuildTag,const,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,StaticArtifact,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,StaticArtifactID,type,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,StaticArtifactID.String,method,analysis/check/service,,unclassified,,,
analysis/check/service,debug_map.go,StaticArtifactID.Valid,method,analysis/check/service,,unclassified,,,
analysis/check/service,digest.go,Digest,type,analysis/check/service,,unclassified,,,
analysis/check/service,input.go,ErrResultNotFound,var,analysis/check/service,,unclassified,,,
analysis/check/service,input.go,ErrUnitNotFound,var,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.BodyInputDigests,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.Diagnostics,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.JudgmentsByAnchor,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.ListJudgments,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.ManifestBytes,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.PlacementPlan,method,analysis/check/service,,unclassified,,,
analysis/check/service,query.go,BatchSession.SummarySnapshot,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderCapture,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderFunction,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderGlobal,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderInfo,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderKind,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderLocal,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderOccurrence,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderOccurrenceRole,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderOccurrencesRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderOccurrencesResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderParam,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderRead,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderUnknown,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderUpvalue,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BinderWrite,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,BodyCallRelations,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,CallRelation,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,CallRelationsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,CallRelationsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,CalleeIdentity,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbol,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbolFunction,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbolKind,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbolModuleField,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbolsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,DocumentSymbolsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,EmbeddingSchemaVersion,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,EnclosingBody,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,ExpressionType,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,PositionLookupRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,PositionLookupResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,RepairAction,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,RepairActionsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,RepairActionsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,RepairEdit,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,RepairPayload,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticToken,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenFunction,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenKind,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenModifier,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenParameter,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenPlacement,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenTypestateTracked,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokenVariable,const,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokensRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SemanticTokensResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SourceLocation,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SourceLocation.Valid,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SourcePosition,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SourceSpan,type,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query.go,SourceSpan.Valid,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.BinderOccurrences,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.CallRelations,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.DocumentSymbols,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.PositionLookup,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.RepairActions,method,analysis/check/service,,unclassified,,,
analysis/check/service,semantic_query_api.go,BatchSession.SemanticTokens,method,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,BatchSession,type,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,BatchSession.LastComplete,method,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,BatchSession.RemoveUnit,method,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,BatchSession.UpsertUnit,method,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,BatchSessionOption,type,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,NewBatchSession,func,analysis/check/service,,unclassified,,,
analysis/check/service,session.go,WithoutSemanticProjection,func,analysis/check/service,,unclassified,,,
analysis/check/service,solve.go,BatchSession.EnsureSolved,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,BodyID,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,BodyInputDigestsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,BodyInputDigestsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,BodyResultRef,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.Bodies,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.DebugMaps,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.Judgments,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.ManifestBytes,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.PlacementPlan,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.RenderedDiagnostics,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.StaticArtifacts,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.SummarySnapshot,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.Tag,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,CompletedResult.Valid,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ExportManifestRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ExportManifestResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,Freshness,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,FreshnessAllowCached,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,FreshnessRequireNew,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,JudgmentPresentation,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,JudgmentsByAnchorRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,JudgmentsByAnchorResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ListDiagnosticsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ListDiagnosticsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ListJudgmentsRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ListJudgmentsResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,NewUnitInputFromFiles,func,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,PlacementPlanRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,PlacementPlanResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,QueryMeta,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ResultRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ResultSelector,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,ResultTag,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SolveRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SolveTrigger,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SourceRange,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SummarySnapshotRequest,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SummarySnapshotResponse,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SummaryView,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SummaryView.Entries,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,SummaryView.Read,method,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,TriggerAdmission,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,TriggerBatch,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,TriggerKeystroke,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,TriggerSave,const,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,UnitID,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,UnitInput,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,UnitState,type,analysis/check/service,,unclassified,,,
analysis/check/service,types.go,WorkspaceSession,type,analysis/check/service,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,BoundaryFactDescriptor,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,BoundaryFactKind,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,BoundaryFactTable,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,BoundaryFactTable.Validate,method,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,DeriveBoundaryLanes,func,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,NormalReturnFactDescriptors,func,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,NormalReturnLaneOps,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,NormalReturnLaneOps.FieldName,method,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,lane_descriptors.go,NormalReturnLaneOps.FiltersByPath,method,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,BranchProof,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,ChannelSelectFact,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,DynamicAllValueKeyMembershipFact,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,DynamicIndexFact,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,DynamicValueKeyMembershipFact,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EffectDelta,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventBorrow,const,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventExport,const,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventFact,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventKind,type,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventNone,const,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventOpaque,const,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventRetain,const,analysis/engine/callboundary,,unclassified,,,
analysis/engine/callboundary,normal_return_facts.go,EscapeEventSend,const,analysis/engine/callboundary,,unclassified,,,
